,Content ID,,Datetime,Content Type,Category,Sentiment,Score,Reaction Type
4467,43da458b-66fe-4723-996c-57dcfad67edf,,15/6/21 6:17,GIF,food,negative,0,disgust
4468,43da458b-66fe-4723-996c-57dcfad67edf,,5/4/21 15:06,GIF,food,negative,0,disgust
4469,43da458b-66fe-4723-996c-57dcfad67edf,,10/9/20 9:06,GIF,food,positive,72,adore
4470,43da458b-66fe-4723-996c-57dcfad67edf,,17/12/20 2:50,GIF,food,positive,60,heart
4471,43da458b-66fe-4723-996c-57dcfad67edf,,9/3/21 23:49,GIF,food,positive,50,like
4472,43da458b-66fe-4723-996c-57dcfad67edf,,8/4/21 17:16,GIF,food,positive,70,want
4473,43da458b-66fe-4723-996c-57dcfad67edf,,2/6/21 7:43,GIF,food,positive,30,interested
4474,43da458b-66fe-4723-996c-57dcfad67edf,,22/4/21 0:35,GIF,food,positive,70,want
4475,43da458b-66fe-4723-996c-57dcfad67edf,,21/5/21 8:31,GIF,food,negative,12,worried
4476,43da458b-66fe-4723-996c-57dcfad67edf,,16/11/20 23:28,GIF,food,positive,75,super love
4477,43da458b-66fe-4723-996c-57dcfad67edf,,15/9/20 19:11,GIF,food,positive,70,want
4478,43da458b-66fe-4723-996c-57dcfad67edf,,12/2/21 5:52,GIF,food,positive,60,heart
4479,43da458b-66fe-4723-996c-57dcfad67edf,,5/2/21 13:27,GIF,food,positive,70,want
4480,43da458b-66fe-4723-996c-57dcfad67edf,,3/12/20 14:34,GIF,food,neutral,35,peeking
4481,43da458b-66fe-4723-996c-57dcfad67edf,,29/6/20 13:29,GIF,food,positive,65,love
4482,43da458b-66fe-4723-996c-57dcfad67edf,,4/6/21 13:31,GIF,food,positive,65,love
4483,43da458b-66fe-4723-996c-57dcfad67edf,,10/11/20 10:35,GIF,food,neutral,35,peeking
4484,43da458b-66fe-4723-996c-57dcfad67edf,,30/4/21 22:42,GIF,food,negative,5,hate
4485,43da458b-66fe-4723-996c-57dcfad67edf,,24/11/20 6:34,GIF,food,negative,0,disgust
4486,43da458b-66fe-4723-996c-57dcfad67edf,,15/9/20 8:12,GIF,food,positive,60,heart
4487,43da458b-66fe-4723-996c-57dcfad67edf,,28/9/20 9:42,GIF,food,positive,70,want
4488,43da458b-66fe-4723-996c-57dcfad67edf,,18/8/20 0:47,GIF,food,neutral,20,indifferent
4489,43da458b-66fe-4723-996c-57dcfad67edf,,4/7/20 11:42,GIF,food,positive,75,super love
4490,43da458b-66fe-4723-996c-57dcfad67edf,,17/12/20 8:11,GIF,food,positive,50,like
4491,43da458b-66fe-4723-996c-57dcfad67edf,,14/7/20 21:00,GIF,food,negative,15,scared
4492,43da458b-66fe-4723-996c-57dcfad67edf,,26/4/21 20:22,GIF,food,negative,5,hate
4493,43da458b-66fe-4723-996c-57dcfad67edf,,15/10/20 10:49,GIF,food,positive,72,adore
4494,43da458b-66fe-4723-996c-57dcfad67edf,,21/1/21 16:33,GIF,food,neutral,35,peeking
4495,43da458b-66fe-4723-996c-57dcfad67edf,,4/1/21 4:27,GIF,food,negative,10,dislike
4496,43da458b-66fe-4723-996c-57dcfad67edf,,10/3/21 4:44,GIF,food,negative,10,dislike
4497,43da458b-66fe-4723-996c-57dcfad67edf,,14/4/21 3:42,GIF,food,positive,30,interested
4498,3d02ae44-c8f2-4d2d-a64c-9355a4f46430,,19/12/20 16:21,GIF,fitness,positive,50,like
4499,3d02ae44-c8f2-4d2d-a64c-9355a4f46430,,10/12/20 10:31,GIF,fitness,positive,60,heart
4500,3d02ae44-c8f2-4d2d-a64c-9355a4f46430,,12/9/20 21:58,GIF,fitness,positive,75,super love
4501,3d02ae44-c8f2-4d2d-a64c-9355a4f46430,,25/11/20 13:19,GIF,fitness,positive,65,love
4502,3d02ae44-c8f2-4d2d-a64c-9355a4f46430,,3/6/21 1:00,GIF,fitness,positive,50,like
4503,3d02ae44-c8f2-4d2d-a64c-9355a4f46430,,15/6/21 20:32,GIF,fitness,negative,10,dislike
4504,3d02ae44-c8f2-4d2d-a64c-9355a4f46430,,10/9/20 11:51,GIF,fitness,positive,72,adore
4505,3d02ae44-c8f2-4d2d-a64c-9355a4f46430,,16/2/21 19:42,GIF,fitness,negative,0,disgust
4506,7dc268e5-b50d-4280-82aa-e08af75a8a0a,,30/3/21 20:03,photo,science,negative,12,worried
4507,7dc268e5-b50d-4280-82aa-e08af75a8a0a,,8/6/21 10:40,photo,science,positive,75,super love
4508,7dc268e5-b50d-4280-82aa-e08af75a8a0a,,16/2/21 23:17,photo,science,negative,12,worried
4509,7dc268e5-b50d-4280-82aa-e08af75a8a0a,,18/12/20 16:08,photo,science,neutral,35,peeking
4510,7dc268e5-b50d-4280-82aa-e08af75a8a0a,,19/1/21 15:34,photo,science,positive,60,heart
4511,7dc268e5-b50d-4280-82aa-e08af75a8a0a,,28/6/20 21:40,photo,science,negative,10,dislike
4512,7dc268e5-b50d-4280-82aa-e08af75a8a0a,,6/1/21 1:41,photo,science,negative,12,worried
4513,7dc268e5-b50d-4280-82aa-e08af75a8a0a,,18/9/20 12:29,photo,science,neutral,20,indifferent
4514,7dc268e5-b50d-4280-82aa-e08af75a8a0a,,23/12/20 14:58,photo,science,negative,0,disgust
4515,7dc268e5-b50d-4280-82aa-e08af75a8a0a,,12/2/21 8:24,photo,science,positive,65,love
4516,7dc268e5-b50d-4280-82aa-e08af75a8a0a,,18/9/20 13:44,photo,science,negative,0,disgust
4517,7dc268e5-b50d-4280-82aa-e08af75a8a0a,,29/3/21 18:39,photo,science,positive,70,cherish
4518,7dc268e5-b50d-4280-82aa-e08af75a8a0a,,15/10/20 13:38,photo,science,positive,72,adore
4519,7dc268e5-b50d-4280-82aa-e08af75a8a0a,,5/1/21 10:06,photo,science,positive,70,want
4520,7dc268e5-b50d-4280-82aa-e08af75a8a0a,,12/8/20 8:55,photo,science,positive,75,super love
4521,7dc268e5-b50d-4280-82aa-e08af75a8a0a,,20/12/20 11:03,photo,science,positive,72,adore
4522,7dc268e5-b50d-4280-82aa-e08af75a8a0a,,15/6/21 20:00,photo,science,positive,70,want
4523,7dc268e5-b50d-4280-82aa-e08af75a8a0a,,17/9/20 5:00,photo,science,positive,65,love
4524,7dc268e5-b50d-4280-82aa-e08af75a8a0a,,15/3/21 10:24,photo,science,negative,10,dislike
4525,7dc268e5-b50d-4280-82aa-e08af75a8a0a,,3/11/20 9:45,photo,science,neutral,35,peeking
4526,7dc268e5-b50d-4280-82aa-e08af75a8a0a,,2/7/20 16:27,photo,science,positive,45,intrigued
4527,7dc268e5-b50d-4280-82aa-e08af75a8a0a,,4/10/20 14:41,photo,science,positive,30,interested
4528,d0e55134-c60e-4a05-999c-d7697b4901f0,,22/2/21 2:04,GIF,cooking,positive,70,cherish
4529,d0e55134-c60e-4a05-999c-d7697b4901f0,,26/3/21 22:54,GIF,cooking,positive,70,cherish
4530,d0e55134-c60e-4a05-999c-d7697b4901f0,,16/7/20 23:10,GIF,cooking,neutral,20,indifferent
4531,d0e55134-c60e-4a05-999c-d7697b4901f0,,21/10/20 16:44,GIF,cooking,positive,75,super love
4532,d0e55134-c60e-4a05-999c-d7697b4901f0,,10/6/21 8:43,GIF,cooking,positive,72,adore
4533,d0e55134-c60e-4a05-999c-d7697b4901f0,,13/11/20 9:50,GIF,cooking,positive,60,heart
4534,d0e55134-c60e-4a05-999c-d7697b4901f0,,4/8/20 22:21,GIF,cooking,positive,50,like
4535,d0e55134-c60e-4a05-999c-d7697b4901f0,,11/1/21 5:33,GIF,cooking,positive,72,adore
4536,d0e55134-c60e-4a05-999c-d7697b4901f0,,12/8/20 14:33,GIF,cooking,positive,65,love
4537,d0e55134-c60e-4a05-999c-d7697b4901f0,,28/3/21 19:53,GIF,cooking,positive,50,like
4538,d0e55134-c60e-4a05-999c-d7697b4901f0,,3/8/20 21:05,GIF,cooking,neutral,35,peeking
4539,d0e55134-c60e-4a05-999c-d7697b4901f0,,16/2/21 12:01,GIF,cooking,positive,45,intrigued
4540,d0e55134-c60e-4a05-999c-d7697b4901f0,,4/10/20 6:38,GIF,cooking,positive,72,adore
4541,d0e55134-c60e-4a05-999c-d7697b4901f0,,4/12/20 17:40,GIF,cooking,negative,15,scared
4542,d0e55134-c60e-4a05-999c-d7697b4901f0,,27/6/20 0:12,GIF,cooking,positive,30,interested
4543,d0e55134-c60e-4a05-999c-d7697b4901f0,,18/12/20 5:22,GIF,cooking,positive,70,want
4544,d0e55134-c60e-4a05-999c-d7697b4901f0,,20/5/21 4:47,GIF,cooking,negative,10,dislike
4545,d0e55134-c60e-4a05-999c-d7697b4901f0,,19/5/21 14:45,GIF,cooking,positive,75,super love
4546,d0e55134-c60e-4a05-999c-d7697b4901f0,,28/10/20 1:00,GIF,cooking,positive,70,cherish
4547,d0e55134-c60e-4a05-999c-d7697b4901f0,,2/9/20 20:04,GIF,cooking,negative,10,dislike
4548,d0e55134-c60e-4a05-999c-d7697b4901f0,,13/2/21 1:11,GIF,cooking,positive,75,super love
4549,d0e55134-c60e-4a05-999c-d7697b4901f0,,8/11/20 7:54,GIF,cooking,positive,45,intrigued
4550,d0e55134-c60e-4a05-999c-d7697b4901f0,,24/3/21 9:11,GIF,cooking,positive,30,interested
4551,d0e55134-c60e-4a05-999c-d7697b4901f0,,6/1/21 3:51,GIF,cooking,negative,5,hate
4552,d0e55134-c60e-4a05-999c-d7697b4901f0,,18/7/20 6:46,GIF,cooking,positive,60,heart
4553,d0e55134-c60e-4a05-999c-d7697b4901f0,,8/9/20 22:31,GIF,cooking,positive,30,interested
4554,d0e55134-c60e-4a05-999c-d7697b4901f0,,26/2/21 14:34,GIF,cooking,positive,45,intrigued
4555,ebdf5d36-9ecc-44d7-b641-d33805709452,,28/7/20 1:03,audio,cooking,neutral,35,peeking
4556,ebdf5d36-9ecc-44d7-b641-d33805709452,,20/8/20 1:54,audio,cooking,negative,5,hate
4557,ebdf5d36-9ecc-44d7-b641-d33805709452,,12/7/20 19:05,audio,cooking,positive,70,cherish
4558,ebdf5d36-9ecc-44d7-b641-d33805709452,,9/7/20 10:43,audio,cooking,positive,70,cherish
4559,ebdf5d36-9ecc-44d7-b641-d33805709452,,19/7/20 2:09,audio,cooking,positive,70,want
4560,ebdf5d36-9ecc-44d7-b641-d33805709452,,5/10/20 8:19,audio,cooking,positive,30,interested
4561,ebdf5d36-9ecc-44d7-b641-d33805709452,,16/4/21 5:24,audio,cooking,positive,70,want
4562,ebdf5d36-9ecc-44d7-b641-d33805709452,,13/11/20 17:16,audio,cooking,neutral,35,peeking
4563,ebdf5d36-9ecc-44d7-b641-d33805709452,,5/8/20 23:28,audio,cooking,negative,5,hate
4564,ebdf5d36-9ecc-44d7-b641-d33805709452,,3/8/20 19:03,audio,cooking,positive,30,interested
4565,ebdf5d36-9ecc-44d7-b641-d33805709452,,18/5/21 10:00,audio,cooking,negative,15,scared
4566,ebdf5d36-9ecc-44d7-b641-d33805709452,,19/12/20 21:06,audio,cooking,positive,50,like
4567,ebdf5d36-9ecc-44d7-b641-d33805709452,,23/3/21 4:54,audio,cooking,negative,15,scared
4568,ebdf5d36-9ecc-44d7-b641-d33805709452,,11/6/21 23:26,audio,cooking,positive,75,super love
4569,ebdf5d36-9ecc-44d7-b641-d33805709452,,14/9/20 10:03,audio,cooking,positive,60,heart
4570,ebdf5d36-9ecc-44d7-b641-d33805709452,,3/5/21 17:38,audio,cooking,positive,75,super love
4571,ebdf5d36-9ecc-44d7-b641-d33805709452,,24/12/20 19:41,audio,cooking,negative,0,disgust
4572,ebdf5d36-9ecc-44d7-b641-d33805709452,,26/4/21 22:18,audio,cooking,neutral,20,indifferent
4573,ebdf5d36-9ecc-44d7-b641-d33805709452,,7/6/21 15:42,audio,cooking,negative,15,scared
4574,ebdf5d36-9ecc-44d7-b641-d33805709452,,17/12/20 12:08,audio,cooking,negative,10,dislike
4575,ebdf5d36-9ecc-44d7-b641-d33805709452,,20/5/21 7:39,audio,cooking,neutral,35,peeking
4576,ebdf5d36-9ecc-44d7-b641-d33805709452,,5/9/20 16:04,audio,cooking,positive,50,like
4577,ebdf5d36-9ecc-44d7-b641-d33805709452,,12/8/20 17:15,audio,cooking,positive,50,like
4578,ebdf5d36-9ecc-44d7-b641-d33805709452,,29/10/20 23:26,audio,cooking,positive,30,interested
4579,ebdf5d36-9ecc-44d7-b641-d33805709452,,4/8/20 11:59,audio,cooking,positive,65,love
4580,ebdf5d36-9ecc-44d7-b641-d33805709452,,5/12/20 18:33,audio,cooking,negative,0,disgust
4581,ebdf5d36-9ecc-44d7-b641-d33805709452,,18/2/21 2:36,audio,cooking,negative,15,scared
4582,ebdf5d36-9ecc-44d7-b641-d33805709452,,9/8/20 18:37,audio,cooking,positive,30,interested
4583,ebdf5d36-9ecc-44d7-b641-d33805709452,,27/6/20 3:00,audio,cooking,negative,12,worried
4584,ebdf5d36-9ecc-44d7-b641-d33805709452,,23/12/20 16:24,audio,cooking,negative,15,scared
4585,ebdf5d36-9ecc-44d7-b641-d33805709452,,21/6/20 6:14,audio,cooking,negative,0,disgust
4586,ebdf5d36-9ecc-44d7-b641-d33805709452,,17/8/20 2:39,audio,cooking,positive,60,heart
4587,ebdf5d36-9ecc-44d7-b641-d33805709452,,6/9/20 21:04,audio,cooking,positive,72,adore
4588,ebdf5d36-9ecc-44d7-b641-d33805709452,,2/11/20 10:16,audio,cooking,positive,60,heart
4589,ebdf5d36-9ecc-44d7-b641-d33805709452,,6/2/21 13:22,audio,cooking,positive,75,super love
4590,ebdf5d36-9ecc-44d7-b641-d33805709452,,26/2/21 20:09,audio,cooking,neutral,35,peeking
4591,1429467d-e8a2-4292-bd46-921e8bd87b30,,7/12/20 16:21,video,public speaking,negative,15,scared
4592,1429467d-e8a2-4292-bd46-921e8bd87b30,,27/7/20 11:11,video,public speaking,neutral,35,peeking
4593,1429467d-e8a2-4292-bd46-921e8bd87b30,,5/9/20 10:48,video,public speaking,positive,70,want
4594,1429467d-e8a2-4292-bd46-921e8bd87b30,,11/2/21 7:10,video,public speaking,positive,60,heart
4595,1429467d-e8a2-4292-bd46-921e8bd87b30,,14/9/20 3:30,video,public speaking,negative,5,hate
4596,1429467d-e8a2-4292-bd46-921e8bd87b30,,7/8/20 2:54,video,public speaking,negative,10,dislike
4597,1429467d-e8a2-4292-bd46-921e8bd87b30,,2/11/20 0:25,video,public speaking,positive,60,heart
4598,1429467d-e8a2-4292-bd46-921e8bd87b30,,27/4/21 14:34,video,public speaking,negative,10,dislike
4599,1429467d-e8a2-4292-bd46-921e8bd87b30,,9/9/20 18:11,video,public speaking,positive,75,super love
4600,1429467d-e8a2-4292-bd46-921e8bd87b30,,29/12/20 11:35,video,public speaking,negative,15,scared
4601,1429467d-e8a2-4292-bd46-921e8bd87b30,,7/5/21 19:21,video,public speaking,positive,50,like
4602,1429467d-e8a2-4292-bd46-921e8bd87b30,,16/10/20 18:20,video,public speaking,positive,70,want
4603,1429467d-e8a2-4292-bd46-921e8bd87b30,,19/10/20 18:25,video,public speaking,neutral,35,peeking
4604,1429467d-e8a2-4292-bd46-921e8bd87b30,,26/12/20 2:18,video,public speaking,positive,45,intrigued
4605,1429467d-e8a2-4292-bd46-921e8bd87b30,,7/3/21 18:06,video,public speaking,positive,70,cherish
4606,1429467d-e8a2-4292-bd46-921e8bd87b30,,25/3/21 12:38,video,public speaking,positive,50,like
4607,1429467d-e8a2-4292-bd46-921e8bd87b30,,2/4/21 0:48,video,public speaking,positive,60,heart
4608,1429467d-e8a2-4292-bd46-921e8bd87b30,,30/3/21 16:02,video,public speaking,positive,45,intrigued
4609,1429467d-e8a2-4292-bd46-921e8bd87b30,,6/11/20 12:15,video,public speaking,positive,65,love
4610,1429467d-e8a2-4292-bd46-921e8bd87b30,,8/7/20 0:20,video,public speaking,positive,30,interested
4611,1429467d-e8a2-4292-bd46-921e8bd87b30,,1/11/20 13:02,video,public speaking,negative,0,disgust
4612,1429467d-e8a2-4292-bd46-921e8bd87b30,,29/5/21 18:56,video,public speaking,negative,12,worried
4613,1429467d-e8a2-4292-bd46-921e8bd87b30,,26/3/21 12:45,video,public speaking,positive,75,super love
4614,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,26/6/20 4:51,audio,studying,positive,72,adore
4615,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,18/7/20 19:15,audio,studying,positive,70,cherish
4616,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,18/9/20 8:24,audio,studying,positive,72,adore
4617,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,23/11/20 10:14,audio,studying,positive,70,want
4618,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,29/11/20 20:35,audio,studying,positive,60,heart
4619,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,16/10/20 11:13,audio,studying,negative,0,disgust
4620,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,24/7/20 6:50,audio,studying,positive,70,want
4621,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,27/12/20 11:22,audio,studying,positive,45,intrigued
4622,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,5/3/21 7:37,audio,studying,positive,70,cherish
4623,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,26/10/20 10:57,audio,studying,positive,60,heart
4624,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,16/5/21 11:02,audio,studying,negative,10,dislike
4625,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,25/10/20 2:58,audio,studying,negative,5,hate
4626,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,17/1/21 14:52,audio,studying,positive,65,love
4627,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,3/10/20 12:56,audio,studying,positive,50,like
4628,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,17/3/21 13:32,audio,studying,positive,50,like
4629,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,31/5/21 22:45,audio,studying,positive,70,cherish
4630,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,8/2/21 3:06,audio,studying,positive,70,cherish
4631,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,14/11/20 21:55,audio,studying,negative,15,scared
4632,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,19/7/20 22:06,audio,studying,positive,65,love
4633,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,31/12/20 5:03,audio,studying,positive,72,adore
4634,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,21/6/20 13:38,audio,studying,negative,5,hate
4635,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,29/3/21 4:02,audio,studying,positive,50,like
4636,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,19/4/21 22:07,audio,studying,negative,0,disgust
4637,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,23/1/21 8:30,audio,studying,positive,50,like
4638,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,29/4/21 8:27,audio,studying,positive,70,cherish
4639,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,29/4/21 12:50,audio,studying,negative,5,hate
4640,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,30/1/21 23:05,audio,studying,positive,50,like
4641,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,5/7/20 19:55,audio,studying,neutral,20,indifferent
4642,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,30/11/20 1:50,audio,studying,positive,70,want
4643,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,19/11/20 22:23,audio,studying,negative,12,worried
4644,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,14/4/21 14:41,audio,studying,positive,50,like
4645,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,1/4/21 4:51 PM,audio,studying,negative,15,scared
4646,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,6/11/20 17:58,audio,studying,negative,10,dislike
4647,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,21/10/20 23:24,audio,studying,neutral,20,indifferent
4648,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,26/6/20 2:27,audio,studying,positive,75,super love
4649,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,10/7/20 7:47,audio,studying,positive,72,adore
4650,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,16/7/20 22:01,audio,studying,negative,12,worried
4651,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,5/2/21 8:13,audio,studying,positive,50,like
4652,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,1/1/21 3:12 AM,audio,studying,negative,5,hate
4653,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,,25/2/21 10:08,audio,studying,negative,15,scared
4654,7d459555-a816-4d20-893c-a002e0a74ce3,,17/12/20 23:42,audio,healthy eating,positive,72,adore
4655,7d459555-a816-4d20-893c-a002e0a74ce3,,9/11/20 0:55,audio,healthy eating,positive,70,want
4656,7d459555-a816-4d20-893c-a002e0a74ce3,,8/10/20 5:28,audio,healthy eating,positive,70,cherish
4657,7d459555-a816-4d20-893c-a002e0a74ce3,,20/3/21 8:59,audio,healthy eating,neutral,20,indifferent
4658,7d459555-a816-4d20-893c-a002e0a74ce3,,8/3/21 11:06,audio,healthy eating,positive,30,interested
4659,7d459555-a816-4d20-893c-a002e0a74ce3,,17/5/21 19:58,audio,healthy eating,positive,65,love
4660,7d459555-a816-4d20-893c-a002e0a74ce3,,27/3/21 22:46,audio,healthy eating,positive,72,adore
4661,7d459555-a816-4d20-893c-a002e0a74ce3,,21/3/21 10:24,audio,healthy eating,positive,60,heart
4662,7d459555-a816-4d20-893c-a002e0a74ce3,,2/5/21 17:31,audio,healthy eating,positive,70,cherish
4663,7d459555-a816-4d20-893c-a002e0a74ce3,,18/4/21 20:57,audio,healthy eating,negative,12,worried
4664,7d459555-a816-4d20-893c-a002e0a74ce3,,9/10/20 10:18,audio,healthy eating,negative,15,scared
4665,7d459555-a816-4d20-893c-a002e0a74ce3,,24/12/20 4:09,audio,healthy eating,negative,15,scared
4666,7d459555-a816-4d20-893c-a002e0a74ce3,,22/3/21 1:27,audio,healthy eating,negative,12,worried
4667,7d459555-a816-4d20-893c-a002e0a74ce3,,20/5/21 11:15,audio,healthy eating,positive,45,intrigued
4668,7d459555-a816-4d20-893c-a002e0a74ce3,,30/7/20 23:48,audio,healthy eating,positive,70,want
4669,7d459555-a816-4d20-893c-a002e0a74ce3,,15/5/21 19:50,audio,healthy eating,negative,12,worried
4670,e6b61eab-6879-4618-b189-476f27f02fdd,,17/1/21 3:38,audio,science,positive,45,intrigued
4671,e6b61eab-6879-4618-b189-476f27f02fdd,,17/4/21 1:54,audio,science,positive,70,want
4672,e6b61eab-6879-4618-b189-476f27f02fdd,,29/11/20 11:33,audio,science,negative,15,scared
4673,e6b61eab-6879-4618-b189-476f27f02fdd,,26/12/20 10:39,audio,science,negative,10,dislike
4674,e6b61eab-6879-4618-b189-476f27f02fdd,,1/9/20 2:08,audio,science,positive,50,like
4675,e6b61eab-6879-4618-b189-476f27f02fdd,,26/9/20 23:33,audio,science,positive,30,interested
4676,e6b61eab-6879-4618-b189-476f27f02fdd,,24/8/20 4:53,audio,science,positive,65,love
4677,e6b61eab-6879-4618-b189-476f27f02fdd,,7/5/21 13:10,audio,science,positive,75,super love
4678,e6b61eab-6879-4618-b189-476f27f02fdd,,21/7/20 18:37,audio,science,positive,45,intrigued
4679,e6b61eab-6879-4618-b189-476f27f02fdd,,26/3/21 15:50,audio,science,negative,15,scared
4680,e6b61eab-6879-4618-b189-476f27f02fdd,,17/8/20 3:41,audio,science,positive,65,love
4681,e6b61eab-6879-4618-b189-476f27f02fdd,,10/8/20 8:32,audio,science,neutral,35,peeking
4682,e6b61eab-6879-4618-b189-476f27f02fdd,,1/5/21 10:39 PM,audio,science,positive,72,adore
4683,e6b61eab-6879-4618-b189-476f27f02fdd,,30/10/20 15:12,audio,science,positive,65,love
4684,e6b61eab-6879-4618-b189-476f27f02fdd,,2/11/20 4:34,audio,science,positive,75,super love
4685,e6b61eab-6879-4618-b189-476f27f02fdd,,27/6/20 20:08,audio,science,negative,12,worried
4686,e6b61eab-6879-4618-b189-476f27f02fdd,,17/2/21 3:41,audio,science,positive,75,super love
4687,e6b61eab-6879-4618-b189-476f27f02fdd,,16/5/21 8:49,audio,science,positive,50,like
4688,e6b61eab-6879-4618-b189-476f27f02fdd,,24/6/20 21:06,audio,science,positive,72,adore
4689,e6b61eab-6879-4618-b189-476f27f02fdd,,19/1/21 23:16,audio,science,positive,45,intrigued
4690,d16d21cd-30c7-4b1e-b50c-aff5808fe816,,25/4/21 16:18,photo,fitness,positive,60,heart
4691,d16d21cd-30c7-4b1e-b50c-aff5808fe816,,28/10/20 18:21,photo,fitness,positive,70,cherish
4692,d16d21cd-30c7-4b1e-b50c-aff5808fe816,,1/6/21 12:29 PM,photo,fitness,positive,70,want
4693,d16d21cd-30c7-4b1e-b50c-aff5808fe816,,28/8/20 15:56,photo,fitness,neutral,20,indifferent
4694,d16d21cd-30c7-4b1e-b50c-aff5808fe816,,7/2/21 15:42,photo,fitness,neutral,20,indifferent
4695,d16d21cd-30c7-4b1e-b50c-aff5808fe816,,2/7/20 21:16,photo,fitness,neutral,35,peeking
4696,d16d21cd-30c7-4b1e-b50c-aff5808fe816,,20/4/21 23:02,photo,fitness,positive,50,like
4697,d16d21cd-30c7-4b1e-b50c-aff5808fe816,,13/2/21 13:12,photo,fitness,negative,0,disgust
4698,d16d21cd-30c7-4b1e-b50c-aff5808fe816,,21/5/21 14:24,photo,fitness,negative,12,worried
4699,d16d21cd-30c7-4b1e-b50c-aff5808fe816,,3/5/21 8:56,photo,fitness,negative,12,worried
4700,d16d21cd-30c7-4b1e-b50c-aff5808fe816,,12/9/20 14:54,photo,fitness,positive,75,super love
4701,d16d21cd-30c7-4b1e-b50c-aff5808fe816,,1/11/20 11:17,photo,fitness,neutral,35,peeking
4702,d16d21cd-30c7-4b1e-b50c-aff5808fe816,,16/5/21 3:34,photo,fitness,negative,15,scared
4703,d16d21cd-30c7-4b1e-b50c-aff5808fe816,,14/9/20 16:18,photo,fitness,negative,15,scared
4704,d16d21cd-30c7-4b1e-b50c-aff5808fe816,,4/8/20 0:37,photo,fitness,negative,15,scared
4705,d16d21cd-30c7-4b1e-b50c-aff5808fe816,,24/12/20 16:27,photo,fitness,positive,72,adore
4706,d16d21cd-30c7-4b1e-b50c-aff5808fe816,,7/5/21 14:00,photo,fitness,positive,30,interested
4707,d16d21cd-30c7-4b1e-b50c-aff5808fe816,,14/8/20 16:53,photo,fitness,positive,30,interested
4708,d16d21cd-30c7-4b1e-b50c-aff5808fe816,,11/4/21 20:57,photo,fitness,positive,75,super love
4709,d16d21cd-30c7-4b1e-b50c-aff5808fe816,,23/5/21 0:23,photo,fitness,positive,45,intrigued
4710,d16d21cd-30c7-4b1e-b50c-aff5808fe816,,30/1/21 9:59,photo,fitness,positive,50,like
4711,27ec2b21-a749-4181-b182-150a174fc277,,20/3/21 14:10,GIF,animals,neutral,35,peeking
4712,27ec2b21-a749-4181-b182-150a174fc277,,28/8/20 15:26,GIF,animals,positive,30,interested
4713,27ec2b21-a749-4181-b182-150a174fc277,,21/10/20 23:56,GIF,animals,positive,50,like
4714,27ec2b21-a749-4181-b182-150a174fc277,,28/5/21 5:00,GIF,animals,positive,45,intrigued
4715,27ec2b21-a749-4181-b182-150a174fc277,,10/9/20 15:53,GIF,animals,positive,45,intrigued
4716,27ec2b21-a749-4181-b182-150a174fc277,,25/3/21 18:37,GIF,animals,positive,50,like
